Output format: module | schema name (class + field) | field offset
Schema: animationsystem.dll | CAnimBone->m_parent | 0X000010
Schema: animationsystem.dll | CAnimBone->m_pos | 0X000014
Schema: animationsystem.dll | CAnimBone->m_quat | 0X000020
Schema: animationsystem.dll | CAnimBone->m_scale | 0X000030
Schema: animationsystem.dll | CAnimBone->m_qAlignment | 0X000034
Schema: animationsystem.dll | CAnimBone->m_flags | 0X000044
Schema: animationsystem.dll | CAnimUser->m_name | 0X000000
Schema: animationsystem.dll | CAnimUser->m_nType | 0X000010
Schema: animationsystem.dll | CAnimDataChannelDesc->m_szChannelClass | 0X000000
Schema: animationsystem.dll | CAnimDataChannelDesc->m_szVariableName | 0X000010
Schema: animationsystem.dll | CAnimDataChannelDesc->m_nFlags | 0X000020
Schema: animationsystem.dll | CAnimDataChannelDesc->m_nType | 0X000024
Schema: animationsystem.dll | CAnimDataChannelDesc->m_szGrouping | 0X000028
Schema: animationsystem.dll | CAnimDataChannelDesc->m_szDescription | 0X000038
Schema: animationsystem.dll | CAnimDataChannelDesc->m_szElementNameArray | 0X000048
Schema: animationsystem.dll | CAnimDataChannelDesc->m_nElementIndexArray | 0X000060
Schema: animationsystem.dll | CAnimDataChannelDesc->m_nElementMaskArray | 0X000078
Schema: animationsystem.dll | CAnimKeyData->m_name | 0X000000
Schema: animationsystem.dll | CAnimKeyData->m_boneArray | 0X000010
Schema: animationsystem.dll | CAnimKeyData->m_userArray | 0X000028
Schema: animationsystem.dll | CAnimKeyData->m_morphArray | 0X000040
Schema: animationsystem.dll | CAnimKeyData->m_nChannelElements | 0X000058
Schema: animationsystem.dll | CAnimKeyData->m_dataChannelArray | 0X000060
Schema: animationsystem.dll | CAnimationGroup->m_nFlags | 0X000010
Schema: animationsystem.dll | CAnimationGroup->m_name | 0X000018
Schema: animationsystem.dll | CAnimationGroup->m_localHAnimArray_Handle | 0X000060
Schema: animationsystem.dll | CAnimationGroup->m_includedGroupArray_Handle | 0X000078
Schema: animationsystem.dll | CAnimationGroup->m_directHSeqGroup_Handle | 0X000090
Schema: animationsystem.dll | CAnimationGroup->m_decodeKey | 0X000098
Schema: animationsystem.dll | CAnimationGroup->m_szScripts | 0X000110
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bPost | 0X000000
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bSpline | 0X000001
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bXFade | 0X000002
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bNoBlend | 0X000003
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bLocal | 0X000004
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bPose | 0X000005
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bFetchFrame | 0X000006
Schema: animationsystem.dll | CSeqAutoLayerFlag->m_bSubtract | 0X000007
Schema: animationsystem.dll | CSeqAutoLayer->m_nLocalReference | 0X000000
Schema: animationsystem.dll | CSeqAutoLayer->m_nLocalPose | 0X000002
Schema: animationsystem.dll | CSeqAutoLayer->m_flags | 0X000004
Schema: animationsystem.dll | CSeqAutoLayer->m_start | 0X00000C
Schema: animationsystem.dll | CSeqAutoLayer->m_peak | 0X000010
Schema: animationsystem.dll | CSeqAutoLayer->m_tail | 0X000014
Schema: animationsystem.dll | CSeqAutoLayer->m_end | 0X000018
Schema: animationsystem.dll | CSeqIKLock->m_flPosWeight | 0X000000
Schema: animationsystem.dll | CSeqIKLock->m_flAngleWeight | 0X000004
Schema: animationsystem.dll | CSeqIKLock->m_nLocalBone | 0X000008
Schema: animationsystem.dll | CSeqIKLock->m_bBonesOrientedAlongPositiveX | 0X00000A
Schema: animationsystem.dll | CSeqBoneMaskList->m_sName | 0X000000
Schema: animationsystem.dll | CSeqBoneMaskList->m_nLocalBoneArray | 0X000010
Schema: animationsystem.dll | CSeqBoneMaskList->m_flBoneWeightArray | 0X000028
Schema: animationsystem.dll | CSeqBoneMaskList->m_flDefaultMorphCtrlWeight | 0X000040
Schema: animationsystem.dll | CSeqBoneMaskList->m_morphCtrlWeightArray | 0X000048
Schema: animationsystem.dll | CSeqScaleSet->m_sName | 0X000000
Schema: animationsystem.dll | CSeqScaleSet->m_flRootOffsetScale | 0X000010
Schema: animationsystem.dll | CSeqScaleSet->m_nLocalBoneArray | 0X000018
Schema: animationsystem.dll | CSeqScaleSet->m_flBoneScaleArray | 0X000030
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_bRealtime | 0X000000
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_bCylepose | 0X000001
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_b0D | 0X000002
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_b1D | 0X000003
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_b2D | 0X000004
Schema: animationsystem.dll | CSeqMultiFetchFlag->m_b2D_TRI | 0X000005
Schema: animationsystem.dll | CSeqMultiFetch->m_flags | 0X000000
Schema: animationsystem.dll | CSeqMultiFetch->m_localReferenceArray | 0X000008
Schema: animationsystem.dll | CSeqMultiFetch->m_nGroupSize | 0X000020
Schema: animationsystem.dll | CSeqMultiFetch->m_nLocalPose | 0X000028
Schema: animationsystem.dll | CSeqMultiFetch->m_poseKeyArray0 | 0X000030
Schema: animationsystem.dll | CSeqMultiFetch->m_poseKeyArray1 | 0X000048
Schema: animationsystem.dll | CSeqMultiFetch->m_nLocalCyclePoseParameter | 0X000060
Schema: animationsystem.dll | CSeqMultiFetch->m_bCalculatePoseParameters | 0X000064
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bLooping | 0X000000
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bSnap | 0X000001
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bAutoplay | 0X000002
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bPost | 0X000003
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bHidden | 0X000004
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bMulti | 0X000005
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bLegacyDelta | 0X000006
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bLegacyWorldspace | 0X000007
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bLegacyCyclepose | 0X000008
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bLegacyRealtime | 0X000009
Schema: animationsystem.dll | CSeqSeqDescFlag->m_bModelDoc | 0X00000A
Schema: animationsystem.dll | CSeqTransition->m_flFadeInTime | 0X000000
Schema: animationsystem.dll | CSeqTransition->m_flFadeOutTime | 0X000004
Schema: animationsystem.dll | CSeqS1SeqDesc->m_sName | 0X000000
Schema: animationsystem.dll | CSeqS1SeqDesc->m_flags | 0X000010
Schema: animationsystem.dll | CSeqS1SeqDesc->m_fetch | 0X000020
Schema: animationsystem.dll | CSeqS1SeqDesc->m_nLocalWeightlist | 0X000088
Schema: animationsystem.dll | CSeqS1SeqDesc->m_autoLayerArray | 0X000090
Schema: animationsystem.dll | CSeqS1SeqDesc->m_IKLockArray | 0X0000A8
Schema: animationsystem.dll | CSeqS1SeqDesc->m_transition | 0X0000C0
Schema: animationsystem.dll | CSeqS1SeqDesc->m_SequenceKeys | 0X0000C8
Schema: animationsystem.dll | CSeqS1SeqDesc->m_LegacyKeyValueText | 0X0000D8
Schema: animationsystem.dll | CSeqS1SeqDesc->m_activityArray | 0X0000E8
Schema: animationsystem.dll | CSeqS1SeqDesc->m_footMotion | 0X000100
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_sName | 0X000000
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_flags | 0X000010
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_transition | 0X00001C
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_nLocalBaseReference | 0X000024
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_nLocalBoneMask | 0X000026
Schema: animationsystem.dll | CSeqSynthAnimDesc->m_activityArray | 0X000028
Schema: animationsystem.dll | CSeqCmdLayer->m_cmd | 0X000000
Schema: animationsystem.dll | CSeqCmdLayer->m_nLocalReference | 0X000002
Schema: animationsystem.dll | CSeqCmdLayer->m_nLocalBonemask | 0X000004
Schema: animationsystem.dll | CSeqCmdLayer->m_nDstResult | 0X000006
Schema: animationsystem.dll | CSeqCmdLayer->m_nSrcResult | 0X000008
Schema: animationsystem.dll | CSeqCmdLayer->m_bSpline | 0X00000A
Schema: animationsystem.dll | CSeqCmdLayer->m_flVar1 | 0X00000C
Schema: animationsystem.dll | CSeqCmdLayer->m_flVar2 | 0X000010
Schema: animationsystem.dll | CSeqCmdLayer->m_nLineNumber | 0X000014
Schema: animationsystem.dll | CSeqPoseSetting->m_sPoseParameter | 0X000000
Schema: animationsystem.dll | CSeqPoseSetting->m_sAttachment | 0X000010
Schema: animationsystem.dll | CSeqPoseSetting->m_sReferenceSequence | 0X000020
Schema: animationsystem.dll | CSeqPoseSetting->m_flValue | 0X000030
Schema: animationsystem.dll | CSeqPoseSetting->m_bX | 0X000034
Schema: animationsystem.dll | CSeqPoseSetting->m_bY | 0X000035
Schema: animationsystem.dll | CSeqPoseSetting->m_bZ | 0X000036
Schema: animationsystem.dll | CSeqPoseSetting->m_eType | 0X000038
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_sName | 0X000000
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_flags | 0X000010
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_transition | 0X00001C
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_nFrameRangeSequence | 0X000024
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_nFrameCount | 0X000026
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_flFPS | 0X000028
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_nSubCycles | 0X00002C
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_numLocalResults | 0X00002E
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_cmdLayerArray | 0X000030
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_eventArray | 0X000048
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_activityArray | 0X000060
Schema: animationsystem.dll | CSeqCmdSeqDesc->m_poseSettingArray | 0X000078
Schema: animationsystem.dll | CSeqPoseParamDesc->m_sName | 0X000000
Schema: animationsystem.dll | CSeqPoseParamDesc->m_flStart | 0X000010
Schema: animationsystem.dll | CSeqPoseParamDesc->m_flEnd | 0X000014
Schema: animationsystem.dll | CSeqPoseParamDesc->m_flLoop | 0X000018
Schema: animationsystem.dll | CSeqPoseParamDesc->m_bLooping | 0X00001C
Schema: animationsystem.dll | CSequenceGroupData->m_sName | 0X000010
Schema: animationsystem.dll | CSequenceGroupData->m_nFlags | 0X000020
Schema: animationsystem.dll | CSequenceGroupData->m_localSequenceNameArray | 0X000028
Schema: animationsystem.dll | CSequenceGroupData->m_localS1SeqDescArray | 0X000040
Schema: animationsystem.dll | CSequenceGroupData->m_localMultiSeqDescArray | 0X000058
Schema: animationsystem.dll | CSequenceGroupData->m_localSynthAnimDescArray | 0X000070
Schema: animationsystem.dll | CSequenceGroupData->m_localCmdSeqDescArray | 0X000088
Schema: animationsystem.dll | CSequenceGroupData->m_localBoneMaskArray | 0X0000A0
Schema: animationsystem.dll | CSequenceGroupData->m_localScaleSetArray | 0X0000B8
Schema: animationsystem.dll | CSequenceGroupData->m_localBoneNameArray | 0X0000D0
Schema: animationsystem.dll | CSequenceGroupData->m_localNodeName | 0X0000E8
Schema: animationsystem.dll | CSequenceGroupData->m_localPoseParamArray | 0X0000F8
Schema: animationsystem.dll | CSequenceGroupData->m_keyValues | 0X000110
Schema: animationsystem.dll | CSequenceGroupData->m_localIKAutoplayLockArray | 0X000120
Schema: animationsystem.dll | CCompressorGroup->m_nTotalElementCount | 0X000000
Schema: animationsystem.dll | CCompressorGroup->m_szChannelClass | 0X000008
Schema: animationsystem.dll | CCompressorGroup->m_szVariableName | 0X000020
Schema: animationsystem.dll | CCompressorGroup->m_nType | 0X000038
Schema: animationsystem.dll | CCompressorGroup->m_nFlags | 0X000050
Schema: animationsystem.dll | CCompressorGroup->m_szGrouping | 0X000068
Schema: animationsystem.dll | CCompressorGroup->m_nCompressorIndex | 0X000080
Schema: animationsystem.dll | CCompressorGroup->m_szElementNames | 0X000098
Schema: animationsystem.dll | CCompressorGroup->m_nElementUniqueID | 0X0000B0
Schema: animationsystem.dll | CCompressorGroup->m_nElementMask | 0X0000C8
Schema: animationsystem.dll | CCompressorGroup->m_vectorCompressor | 0X0000F8
Schema: animationsystem.dll | CCompressorGroup->m_quaternionCompressor | 0X000110
Schema: animationsystem.dll | CCompressorGroup->m_intCompressor | 0X000128
Schema: animationsystem.dll | CCompressorGroup->m_boolCompressor | 0X000140
Schema: animationsystem.dll | CCompressorGroup->m_colorCompressor | 0X000158
Schema: animationsystem.dll | CCompressorGroup->m_vector2DCompressor | 0X000170
Schema: animationsystem.dll | CCompressorGroup->m_vector4DCompressor | 0X000188
Schema: animationsystem.dll | HSequence->m_Value | 0X000000
Schema: animationsystem.dll | CAnimationGraphVisualizerPrimitiveBase->m_Type | 0X000008
Schema: animationsystem.dll | CAnimationGraphVisualizerPrimitiveBase->m_OwningAnimNodePaths | 0X00000C
Schema: animationsystem.dll | CAnimationGraphVisualizerPrimitiveBase->m_nOwningAnimNodePathCount | 0X000038
Schema: animationsystem.dll | CAnimationGraphVisualizerText->m_vWsPosition | 0X000040
Schema: animationsystem.dll | CAnimationGraphVisualizerText->m_Color | 0X000050
Schema: animationsystem.dll | CAnimationGraphVisualizerText->m_Text | 0X000058
Schema: animationsystem.dll | CAnimationGraphVisualizerSphere->m_vWsPosition | 0X000040
Schema: animationsystem.dll | CAnimationGraphVisualizerSphere->m_flRadius | 0X000050
Schema: animationsystem.dll | CAnimationGraphVisualizerSphere->m_Color | 0X000054
Schema: animationsystem.dll | CAnimationGraphVisualizerLine->m_vWsPositionStart | 0X000040
Schema: animationsystem.dll | CAnimationGraphVisualizerLine->m_vWsPositionEnd | 0X000050
Schema: animationsystem.dll | CAnimationGraphVisualizerLine->m_Color | 0X000060
Schema: animationsystem.dll | CAnimationGraphVisualizerPie->m_vWsCenter | 0X000040
Schema: animationsystem.dll | CAnimationGraphVisualizerPie->m_vWsStart | 0X000050
Schema: animationsystem.dll | CAnimationGraphVisualizerPie->m_vWsEnd | 0X000060
Schema: animationsystem.dll | CAnimationGraphVisualizerPie->m_Color | 0X000070
Schema: animationsystem.dll | CAnimationGraphVisualizerAxis->m_xWsTransform | 0X000040
Schema: animationsystem.dll | CAnimationGraphVisualizerAxis->m_flAxisSize | 0X000060
Schema: animationsystem.dll | AnimNodeID->m_id | 0X000000
Schema: animationsystem.dll | AnimNodeOutputID->m_id | 0X000000
Schema: animationsystem.dll | AnimStateID->m_id | 0X000000
Schema: animationsystem.dll | AnimParamID->m_id | 0X000000
Schema: animationsystem.dll | AnimTagID->m_id | 0X000000
Schema: animationsystem.dll | AnimComponentID->m_id | 0X000000
Schema: animationsystem.dll | AnimScriptHandle->m_id | 0X000000
Schema: animationsystem.dll | CAnimEnum->m_value | 0X000000
Schema: animationsystem.dll | CBlendCurve->m_flControlPoint1 | 0X000000
Schema: animationsystem.dll | CBlendCurve->m_flControlPoint2 | 0X000004
Schema: animationsystem.dll | CAnimNodePath->m_path | 0X000000
Schema: animationsystem.dll | CAnimNodePath->m_nCount | 0X00002C
Schema: animationsystem.dll | CPoseHandle->m_nIndex | 0X000000
Schema: animationsystem.dll | CPoseHandle->m_eType | 0X000002
Schema: animationsystem.dll | CAnimNodeConnection->m_nodeID | 0X000000
Schema: animationsystem.dll | CAnimNodeConnection->m_outputID | 0X000004
Schema: animationsystem.dll | ConfigIndex->m_nGroup | 0X000000
Schema: animationsystem.dll | ConfigIndex->m_nConfig | 0X000002
Schema: animationsystem.dll | MotionIndex->m_nGroup | 0X000000
Schema: animationsystem.dll | MotionIndex->m_nMotion | 0X000002
Schema: animationsystem.dll | CMotionGraphConfig->m_paramValues | 0X000000
Schema: animationsystem.dll | CMotionGraphConfig->m_flDuration | 0X000010
Schema: animationsystem.dll | CMotionGraphConfig->m_nMotionIndex | 0X000014
Schema: animationsystem.dll | CMotionGraphConfig->m_nSampleStart | 0X000018
Schema: animationsystem.dll | CMotionGraphConfig->m_nSampleCount | 0X00001C
Schema: animationsystem.dll | IKBoneNameAndIndex_t->m_Name | 0X000000
Schema: animationsystem.dll | IKSolverSettings_t->m_SolverType | 0X000000
Schema: animationsystem.dll | IKSolverSettings_t->m_nNumIterations | 0X000004
Schema: animationsystem.dll | IKTargetSettings_t->m_TargetSource | 0X000000
Schema: animationsystem.dll | IKTargetSettings_t->m_Bone | 0X000008
Schema: animationsystem.dll | IKTargetSettings_t->m_AnimgraphParameterNamePosition | 0X000018
Schema: animationsystem.dll | IKTargetSettings_t->m_TargetCoordSystem | 0X00001C
Schema: animationsystem.dll | CAnimationSubGraph->m_nodeManager | 0X000008
Schema: animationsystem.dll | CAnimationSubGraph->m_componentManager | 0X000050
Schema: animationsystem.dll | CAnimationSubGraph->m_localParameters | 0X000078
Schema: animationsystem.dll | CAnimationSubGraph->m_localTags | 0X000090
Schema: animationsystem.dll | CAnimationSubGraph->m_referencedParamGroups | 0X0000A8
Schema: animationsystem.dll | CAnimationSubGraph->m_referencedTagGroups | 0X0000C0
Schema: animationsystem.dll | CAnimGraphModelBinding->m_modelName | 0X000008
Schema: animationsystem.dll | CAnimGraphModelBinding->m_pSharedData | 0X000010
Schema: animationsystem.dll | CAnimClipDataManager->m_itemTable | 0X000018
Schema: animationsystem.dll | CAnimClipData->m_tagSpans | 0X000020
Schema: animationsystem.dll | CAnimClipData->m_clipName | 0X000038
Schema: animationsystem.dll | CAnimParameterList->m_Parameters | 0X000020
Schema: animationsystem.dll | CAnimNodeList->m_nodes | 0X000010
Schema: animationsystem.dll | CAnimNodeManager->m_nodes | 0X000008
Schema: animationsystem.dll | CAnimStateList->m_states | 0X000010
Schema: animationsystem.dll | CAnimInputDamping->m_speedFunction | 0X000008
Schema: animationsystem.dll | CAnimInputDamping->m_fSpeedScale | 0X00000C
Schema: animationsystem.dll | CAnimUpdateSharedData->m_nodes | 0X000010
Schema: animationsystem.dll | CAnimUpdateSharedData->m_nodeIndexMap | 0X000028
Schema: animationsystem.dll | CAnimUpdateSharedData->m_components | 0X000048
Schema: animationsystem.dll | CAnimUpdateSharedData->m_pParamListUpdater | 0X000060
Schema: animationsystem.dll | CAnimUpdateSharedData->m_pTagManagerUpdater | 0X000068
Schema: animationsystem.dll | CAnimUpdateSharedData->m_scriptManager | 0X000070
Schema: animationsystem.dll | CAnimUpdateSharedData->m_settings | 0X000078
